QN#,Date Opened,Title,Part number,Work Center,Defect Type,Serial Number,OSTR Actions Complete
40522452,4/11/2021,Slit Door Shipping Stablizer Needed,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40522339,4/11/2021,"Shipping Stablizer, 0030-01064 / 702165",0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40522241,4/11/2021,P1 HPR unable to reach setpoint,0010-64303,52CMPPST,FUNCTIONAL FAILURE,NA.,YES
40522224,4/10/2021,"0030-00374, 1656711, Shield Damaged",0030-00374,36MDPCHT,OTHER,,
40522213,4/10/2021,"shipping stabilizer, slit door failure",0030-01064,36ETCCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40522169,4/11/2021,Missing Hardware,0010-50933,36MDPCHT,PACKAGING,N/A,YES
40521837,4/9/2021,Missing helicoil in screw hole,0041-85154,36ETCCHB,FIT ISSUE,,YES
40521452,4/9/2021,Logistics identified damage part,0041-94875,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40521370,4/8/2021,OUTER SHIELD hit carriage,0045-00689,52CMPPPT,FUNCTIONAL FAILURE,586,YES
40521224,4/8/2021,Short Ship,0041-85154,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40520409,4/6/2021,0030-01064 needed,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40520278,4/6/2021,outer shield,0045-00689,52CMPPPB,OTHER,,YES
40520212,4/6/2021,CT Shield Scrubbing on the carriage.,0045-00689,52CMPPPB,FIT ISSUE,666,YES
40519998,4/6/2021,One-touch fitting,0010-84707,34CMPB,PART - MISSING/WRONG PART OR QTY,4920-SN0855,
40519920,4/6/2021,DDPCHXP:  WRONG QUANTITY,0022-38552,52DSMXFT,OTHER,,
40519906,4/5/2021,Shipping Stabilizer - 0030-01064,0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40519747,4/5/2021,Logistics Identified  Damaged Part,0021-44940,B30LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40519377,4/4/2021,MFL of 0030-01064 Slit Door Stabilizer,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40519179,4/3/2021,Outer CT shield is rubbing the carriage,0045-00689,52CMPPPT,FIT ISSUE,582,YES
40519005,4/3/2021,Logistics Missing Part,0010-79140,B45LOG,PART - MISSING/WRONG PART OR QTY,,
40518913,4/2/2021,0051-04872 Exhaust Crack (Broke),0051-04872,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40518773,4/2/2021,mfg lost,0022-27094,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40518634,4/2/2021,0030-00374   Shield broken B01932-4,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40518601,4/2/2021,P2/P4 Basin Corner Broken,0041-58109,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-28/15,YES
40518592,4/2/2021,P1 Basin Welding Cracked,0041-58108,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-1115,YES
40518270,4/1/2021,Bad helicoil,0042-36231,B34LOG,FIT ISSUE,,YES
40518180,4/1/2021,Arm manifold shaped incorrectly,0042-23590,34CMPKB,FIT ISSUE,301514-48/20,YES
40518156,4/1/2021,Pulled Healy coils; torque too high,0042-21512,34CMPKB,DOCUMENTATION ISSUE,,YES
40517453,3/30/2021,0022-35687 MFL,0022-35687,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40517334,3/30/2021,short 1pc,0021-98859,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,
40517296,3/30/2021,MFL 0010-80128,0010-80128,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40517235,3/30/2021,Chipped part,0041-90991,34CMPB,PART DAMAGE / COSMETIC ISSUE,300047-07/21,YES
40517229,3/30/2021,Lid rubbing,0010-84707,34CMPB,FIT ISSUE,4920301514SN0885,YES
40517225,3/30/2021,"0030-01173 cover, wrong knock out",0030-01173,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,3.00E+11,YES
40517186,3/30/2021,0030-00374 safety shield broken base,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40517178,3/30/2021,Cracked Hi-Hi Adapter,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40516743,3/29/2021,Logistics identified wrong part,0051-82610,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40516711,3/29/2021,Manifold - damaged,0042-23590,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-02/27/2020,YES
40516573,3/29/2021,Heater Plastic safety shield,0030-00374,36MDPCHT,FIT ISSUE,3.00E+11,YES
40516412,3/28/2021,SPLASH SHIELD out of specification- LK,0021-47484,52CMPPSB,FIT ISSUE,,YES
40516100,3/27/2021,Cracked Hi-Hi adapter,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-SN0885,YES
40516004,3/26/2021,PART FOUND BROKEN DURING DETRASH,0270-40092,32EPGMFB,PART DAMAGE / COSMETIC ISSUE,301514-N/A,YES
40515924,3/26/2021,Lid Rubbing,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0321301504SN0885,YES
40515914,3/26/2021,Defective gripper arm 0022-64557,0022-64557,34CMPFT,PART DAMAGE / COSMETIC ISSUE,,YES
40515848,3/26/2021,0041-93977 - does not meet spec,0041-93977,34CMPKB,FIT ISSUE,301514-49/19,YES
40515686,3/25/2021,Scratches on P1 side door,0240-47291,52CMPPST,PART DAMAGE / COSMETIC ISSUE,,YES
40515683,3/25/2021,0010-50933 Missing Part,0010-50933,36MDPCHT,PART - MISSING/WRONG PART OR QTY,,
40515422,3/25/2021,Gear Base holes damaged,0042-28460,34CMPB,DOCUMENTATION ISSUE,,YES
40515273,3/25/2021,0041-93977 - not to spec,0041-93977,34CMPKB,FIT ISSUE,301514-0521,YES
40514979,3/24/2021,Base Gear Mount Cataylst,0042-28460,34CMPB,FIT ISSUE,,YES
40514258,3/23/2021,damaged part,0020-46429,31SMGHDS,PART DAMAGE / COSMETIC ISSUE,,YES
40514232,3/23/2021,LOGISTICS (CW KIT) SUPPLIER WRONG PART,0022-25105,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40514179,3/23/2021,Failed Lid Test,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40514123,3/22/2021,broken thread inside motor cover,0040-21294,52CPGRBB,PART DAMAGE / COSMETIC ISSUE,1520,YES
40513881,3/22/2021,0010-88740- Plasic chip off.,0022-78431,34CMPKB,PART DAMAGE / COSMETIC ISSUE,NA,YES
40513519,3/21/2021,0041-85154 UPPER BAFFLE  wrong part,0041-85154,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40513338,3/20/2021,0022-76047... Damaged,0022-76047,34CMPKB,PART DAMAGE / COSMETIC ISSUE,,YES
40513332,3/20/2021,0030-01064 MFL,0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40512977,3/19/2021,Missing align pin in the part,0041-77748,31SMGHDS,PART DAMAGE / COSMETIC ISSUE,,YES
40512704,3/18/2021,Bad helicoil,0042-34744,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,5320-02,YES
40512686,3/18/2021,"0030-00374 SHIELD, SAFETY, LOWER PIB, BL",0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,1134194520,YES
40512559,3/18/2021,Inserts pulling out under specified torq,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40512557,3/18/2021,Removed insert,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0621301514SN0909,YES
40512316,3/18/2021,missing part,0015-07789,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40512148,3/17/2021,"Shipping Stabilizer, 0030-01064 / 702761",0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40512067,3/17/2021,part faulty,0041-78353,52CMPPPT,FIT ISSUE,,YES
40511264,3/15/2021,Manufacturing Floor Loss,0015-07789,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40511245,3/15/2021,0041-78353 - not to spec,0041-78353,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,300047-0621,YES
40511196,3/15/2021,Hi-Hi Sensor not flush - supplier,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0521301514SN0902,YES
40511146,3/15/2021,hi-hi senor adaptor cracked,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40511142,3/15/2021,"New enclosure hf ldm, cleaner",0042-08209,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-1120,YES
40511070,3/15/2021,**QN VOIDED** Weldment Pipe Cracked,0051-35820,34CMPB,OTHER,621,YES
40511046,3/15/2021,Rubbing Lid,0010-84707,34CMPB,FIT ISSUE,,YES
40510985,3/15/2021,0022-82079. Part crack,0022-82079,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-4720,YES
40510808,3/15/2021,Exhaust Separator Cracked,0051-35820,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-0621,YES
40510277,3/12/2021,Brush Box Helicoil Issue,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0521-301514-SN903,YES
40510259,3/13/2021,inserts backing out of brushbox,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,0621-301514-SN905,YES
40510070,3/12/2021,0022-18897,0022-18897,33FEPCHB,PART DAMAGE / COSMETIC ISSUE,301514-2420,YES
40509933,3/12/2021,Actuator Dent,0010-52049,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,3820,YES
40509769,3/11/2021,Replacement Qn,0020-46429,31SMGHDS,PART - MISSING/WRONG PART OR QTY,,
40509728,3/11/2021,"Shipping Stablizer,  0030-01064 / 702208",0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40509690,3/11/2021,Part # 0022-75458. Not Spec,0022-75458,34CMPKB,FIT ISSUE,,YES
40509630,3/11/2021,MFG lost item,0022-27863,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40509447,3/10/2021,wrong parts kitted in,0240-47291,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,YES
40509195,3/10/2021,Part not painted to spec,0042-35975,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-5020,YES
40509034,3/10/2021,Inserts have stains,0022-18898,33FEPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40509033,3/10/2021,Inserts have stains,0022-18897,33FEPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40508963,3/9/2021,Logistics identified damaged,0041-94880,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40508948,3/9/2021,Logistics identified damaged,0051-79383,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40508796,3/9/2021,Part not build to Spec,0022-75458,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,NA,YES
40508648,3/9/2021,insert stripped from brush box,0010-84707,34CMPB,FIT ISSUE,301514-0521-SN0898,YES
40508289,3/8/2021,Part test failed,0041-79337,52CMPHDB,FUNCTIONAL FAILURE,,YES
40508205,3/8/2021,mis-picked part,0051-11592,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40508137,3/8/2021,Wrong Part,0051-04882,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40507941,3/7/2021,B01847-3,0010-50933,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,721,YES
40507810,3/6/2021,Window labels upside down,0010-26267,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,YES
40507794,3/6/2021,Missing Part - 0030-01064,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40507607,3/5/2021,NUT CROSSTHREADED,0021-23614,36MDPCHB,ASSEMBLED INCORRECTLY / WORKMANSHIP,9000150699,YES
40507560,3/5/2021,Broken Part,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40507240,3/4/2021,Window latch bent.,0010-65653,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,,YES
40507151,3/4/2021,Window bent,0010-65653,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,NA.,YES
40507065,3/4/2021,broken 0041-37661,0041-37661,34CMPB,PART DAMAGE / COSMETIC ISSUE,421-10,YES
40507017,3/4/2021,Viewport damages,0022-34972,36NPIB,PART DAMAGE / COSMETIC ISSUE,,YES
40506903,3/4/2021,Logistics identified damage part,0041-55012,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40506888,3/4/2021,Logistics identified damage,0041-78296,B34LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40506849,3/4/2021,Peeling Paint,0042-31525,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-4820,YES
40506816,3/4/2021,Lk-Build: Splash Shield Deformed,0022-85659,52CMPPSB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40506553,3/3/2021,0030-00370 Gas line cover broken,0030-00370,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40506257,3/3/2021,LOGISTICS (CW KIT) IDENTIFIED DAMAGE,0022-38652,B54LOG,PACKAGING,,YES
40506034,3/2/2021,Upper Clamp,0041-49964,36ETCCHB,PART DAMAGE / COSMETIC ISSUE,301514-0520,YES
40505487,3/1/2021,uW Hose Upgrade-Do not replace part,0022-64931,93NPIMT,OTHER,,
40505465,3/1/2021,Threading issue,0051-04880,34CMPB,FIT ISSUE,,YES
40505396,3/1/2021,MFGL,0041-49964,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40504913,2/26/2021,0022-18897 Burnt,0022-18897,33FEPCHB,PART DAMAGE / COSMETIC ISSUE,,YES
40504529,2/25/2021,Door Bent,0010-59818,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40504411,2/25/2021,**QN VOIDED** Missing Idler Meg Side A,0010-81717,34CMPB,OTHER,,YES
40504235,2/25/2021,Chipped Paint,0042-31525,34CMPKB,PART DAMAGE / COSMETIC ISSUE,301514-4820,YES
40503494,2/23/2021,missing slit door shipping stabilizer,0030-01064,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40503179,2/23/2021,"ORING, WIDE LID, HPO 0022-25690",0022-25690,36ETCCHT,PART - MISSING/WRONG PART OR QTY,,
40503033,2/22/2021,O-ring groove out of spec,0041-35648,34CMPKB,FIT ISSUE,301514-5020,YES
40502746,2/22/2021,Cleaner BB1 - wrong nozzle on BBX,0010-84707,34CMPFT,FUNCTIONAL FAILURE,0121-301514-SN876,YES
40502581,2/22/2021,damaged screw stuck in actuator,0010-52049,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,2220,YES
40502521,2/21/2021,LK Build- Platen Shield Not to Spec,0021-47484,52CMPPSB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40502334,2/20/2021,inserts damaged,0041-82723,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40502062,2/19/2021,Scratch mark found on the part.,0045-00689,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,,YES
40501987,2/18/2021,Unable to fit cable.,0022-76397,52CMPPCB,AMAT Spec Reviewed - PART NOT TO SPEC,NA,YES
40501964,2/18/2021,VR HEAD WASH TOWER FOR PLATENS FOR HCLU,0041-29917,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,62112,YES
40501931,2/18/2021,VOID,0022-64931,93NPIB,OTHER,,
40501885,2/18/2021,P2 drain basin hose leak,0051-17350,52CMPPPT,LEAK,3.00E+11,YES
40501624,2/16/2021,Part missing,0022-04678,52CMPPSB,PART - MISSING/WRONG PART OR QTY,,YES
40501509,2/16/2021,Fit issue.,0041-78353,52CMPPPT,FIT ISSUE,,YES
40501486,2/15/2021,Rust inside the cylinder,0010-64303,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,5220,YES
40501458,2/16/2021,LOGISTICS (CW KIT) WRONG PART,0041-76515,B54LOG,PART - MISSING/WRONG PART OR QTY,,YES
40501455,2/16/2021,NSSC_CMP_DAMAGE PART(SUP),0010-57879,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40501150,2/13/2021,Brushbox lid making contact,0010-68059,34CMPB,FIT ISSUE,2420-301514-SN760,YES
40500821,2/11/2021,Logistics Identified Missing Part,0022-27094,B30LOG,PART - MISSING/WRONG PART OR QTY,,
40500595,2/11/2021,0030-00374 Broken safety shield,0030-00374,36MDPCHT,PART DAMAGE / COSMETIC ISSUE,4920-53,YES
40500426,2/10/2021,Stripped Threading,0022-23356,34CMPB,FIT ISSUE,301514-2420,YES
40500389,2/10/2021,NSSC_CMP_DAMAGE PART,0010-57879,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40500306,2/10/2021,Striped Screw Hole,0022-23356,34CMPB,FIT ISSUE,301514-2420,YES
40500297,2/10/2021,Op60,0030-00374,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,462057,YES
40500218,2/10/2021,Logistics identified damage part,0042-34051,B34LOG,PART DAMAGE / COSMETIC ISSUE,N/A,YES
40500116,2/10/2021,pin broken on receiver cable,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,0421-301514-SN882,YES
40500087,2/10/2021,broke wihile working in tool,0051-79383,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40499806,2/9/2021,broken idler 0010-35747,0010-81717,34CMPB,PART DAMAGE / COSMETIC ISSUE,5120-SN304,YES
40499443,2/8/2021,IPC SPRAY BAR Found Damaged.,0010-23525,52CMPPSB,PART DAMAGE / COSMETIC ISSUE,,YES
40499397,2/8/2021,wet robot drip pan broken,0041-83308,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40499188,2/8/2021,replacement,0041-76110,31SMGHDS,PART - MISSING/WRONG PART OR QTY,,
40499054,2/7/2021,CHB B 0015-12599 MISSING,0015-12599,52FEPCHB,FIT ISSUE,,YES
40498783,2/6/2021,Part received with dented,0041-83308,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-5220,YES
40498513,2/5/2021,wrong part received,3700-02799,34CMPB,PART - MISSING/WRONG PART OR QTY,,YES
40498393,2/5/2021,MFGL,0041-87615,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40498215,2/4/2021,Failed E125 Fan Interlock test,0022-16225,36ETCCHT,TEST ISSUE,S20330012,YES
40498096,2/4/2021,Logistics Identified Damage,0010-81717,B34LOG,PART DAMAGE / COSMETIC ISSUE,SN300,YES
40497893,2/4/2021,During detrash found WLDMNT is crack,0041-94548,52CMPPPB,PART DAMAGE / COSMETIC ISSUE,300047-5120-05,YES
40497681,2/3/2021,Short,0022-27094,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40497463,2/3/2021,MFGL,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40497334,2/3/2021,Part not to spec,0042-36276,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-4820,YES
40497331,2/3/2021,Part not to spec,0042-36276,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-4820,YES
40497216,2/2/2021,Short Ship,0022-03176,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,
40497199,2/2/2021,Preclean slide cover damaged,0041-95238,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40496870,2/2/2021,0030-01173 Cover Wrong Cutout Used,0030-01173,36MDPCHB,PART DAMAGE / COSMETIC ISSUE,5120-05,YES
40496788,2/1/2021,Screw not torque to spec,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,5220-301514-SN0869,YES
40496662,2/1/2021,0010-84707 - leak in test,0010-84707,34CMPFT,ASSEMBLED INCORRECTLY / WORKMANSHIP,301514-4520-840,YES
40496658,2/1/2021,damaged adapter plate 0041-35974,0010-84707,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,301514-847,YES
40495785,1/29/2021,Cracked HI HI sensor,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,0121-301514-SN0877,YES
40495144,1/28/2021,Logistics damage part,0041-49964,B30LOG,PART DAMAGE / COSMETIC ISSUE,,YES
40494535,1/27/2021,LOGISTICS (POU DECON) IDENTIFIED DAMA,0010-23525,B52LOG,PART DAMAGE / COSMETIC ISSUE,32129,YES
40494431,1/26/2021,Broken Part,0041-37291,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-06/01/2020,YES
40494392,1/26/2021,Logistics DMR,0040-77048,31SMGFLX,PART DAMAGE / COSMETIC ISSUE,,YES
40494390,1/26/2021,Damaged during installation,0022-03919,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-4920,YES
40494021,1/25/2021,0030-01064 Shipping Stabilizer MFL,0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40493997,1/25/2021,ORING SGD NOZZZLE BUMPER HPO,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,YES
40493894,1/25/2021,factory cable damaged,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,5320-301514-SN874,YES
40493838,1/25/2021,CLNR WR Drip pan cracked,0041-94875,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40493349,1/23/2021,MGFL,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40493245,1/23/2021,Broken clear shield,0042-36058,34CMPFT,PACKAGING,SG-300047-21/01/15,YES
40493212,1/23/2021,"Bracket, 0022-26446 / 702235",0022-26446,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40493189,1/23/2021,"IEP Housing, 0010-80128 / 702235",0010-80128,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40493041,1/22/2021,Missing Brush Module Nut,0010-63335,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,1610361-901387,YES
40492873,1/22/2021,scratched part,0041-83308,34CMPB,PART DAMAGE / COSMETIC ISSUE,301514-30/20-06,YES
40492297,1/21/2021,"Shipping Stabilzer, 0030-01064 / 702052",0030-01064,36ETCCHP,PART - MISSING/WRONG PART OR QTY,,
40492035,1/20/2021,Upper MB Clamp,0042-20495,31SMGDMO,FUNCTIONAL FAILURE,,YES
40491932,1/20/2021,part taken from module - x2 0021-25764,0010-84707,34CMPB,PART - MISSING/WRONG PART OR QTY,,
40491923,1/20/2021,BBX Needed,0010-84707,34CMPB,OTHER,867,YES
40491486,1/19/2021,Wrong Part,0051-15621,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40491474,1/19/2021,FAIL BRUSH ALIGNMENT/TOE-IN,0010-63335,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,5120-301514-SN861,YES
40491396,1/19/2021,**QN VOIDED**bad brush roller alignment.,0010-63335,34CMPB,OTHER,,YES
40491343,1/19/2021,Brush Roller Motor DOA,0010-88962,34CMPB,FUNCTIONAL FAILURE,SN0034,YES
40491182,1/18/2021,retainer wing nut unable to install,0022-53759,52CPGLLB,FIT ISSUE,NA,YES
40490911,1/18/2021,inter-swap of all slurry lines,0010-64303,52CMPPST,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40490664,1/16/2021,"0022-25690, Dent O-RING",0022-25690,36ETCCHT,PART DAMAGE / COSMETIC ISSUE,,YES
40490492,1/16/2021,Missing part,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40490374,1/16/2021,NSSC_DSM_WRONG PART,0020-40197,54NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40490351,1/15/2021,Missing Orings,0022-31316,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40490288,1/15/2021,Part Found Broken,0041-36136,34CMPB,PART DAMAGE / COSMETIC ISSUE,,YES
40490024,1/14/2021,701932-1 J2J  to 702536-2,0041-87615,36ETCCHT,OTHER,1615809,YES
40489979,1/14/2021,Brush motor was burned,0010-88962,34CMPB,FUNCTIONAL FAILURE,30,YES
40489801,1/14/2021,Logistics wrong part,0010-59819,B34LOG,PART - MISSING/WRONG PART OR QTY,,YES
40489780,1/14/2021,Cleaner2 STA3 wafer sense.,0010-88962,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,32,YES
40489761,1/14/2021,broken/damaged corner on cover,0041-11003,32EPGNSO,PART DAMAGE / COSMETIC ISSUE,301514-1118-N/A,YES
40489745,1/14/2021,Part failed during test,0041-77748,52CMPHDB,FUNCTIONAL FAILURE,4320-4933,YES
40489730,1/14/2021,**QN VOIDED** Cleaner 2 Station 3,0010-88962,34CMPB,OTHER,32,
40489723,1/14/2021,BB1 and BB2 module cover is rubbing,0041-26867,34CMPB,FIT ISSUE,4120-301514-SN820,YES
40489665,1/14/2021,Cleaner2 Station3 - OMS issue,0010-88962,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40489073,1/13/2021,Part failed in Testing,0041-77748,52CMPHDB,FUNCTIONAL FAILURE,NA.,YES
40488933,1/12/2021,Motor 0195-07355 is bad,0010-88962,34CMPB,FUNCTIONAL FAILURE,30,YES
40488893,1/12/2021,Motor 0195-07355 is bad.,0010-88962,34CMPB,FUNCTIONAL FAILURE,32,YES
40488517,1/11/2021,part missing,0022-10791,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,YES
40488236,1/11/2021,Scratch issue,0010-84707,34CMPB,PART DAMAGE / COSMETIC ISSUE,4820-301514-0852,YES
40488193,1/11/2021,Part failed,0041-77748,52CMPHDB,FUNCTIONAL FAILURE,NA.,YES
40488147,1/11/2021,cal cup not reamed correctly (2nd time),0022-75304,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40488034,1/10/2021,NSSC_CMP_SCRATCHES ON PART (NSSC),0041-98893,54NSSCKI,PART DAMAGE / COSMETIC ISSUE,,YES
40487882,1/9/2021,Logistics Identified Wrong Part,0040-76943,B30LOG,PART - MISSING/WRONG PART OR QTY,,YES
40487724,1/9/2021,Door lock spoil,0010-64911,52CMPPPT,PART DAMAGE / COSMETIC ISSUE,N.A,YES
40487632,1/8/2021,O-ring insufficient,0015-12989,52CMPPPB,DOCUMENTATION ISSUE,,YES
40487434,1/8/2021,0041-37241 isn't built to spec,0041-37291,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-3820,YES
40487381,1/8/2021,0041-37292 Holes drilled incorrectly,0041-37292,34CMPB,AMAT Spec Reviewed - PART NOT TO SPEC,,YES
40487340,1/8/2021,Srew does not engage,0021-47380,34CMPB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40487215,1/8/2021,cal cup not reamed correctly,0022-75304,34CMPKB,AMAT Spec Reviewed - PART NOT TO SPEC,301514-4620,YES
40487168,1/8/2021,O-ring insufficient,0015-12989,52CMPPPB,PART - MISSING/WRONG PART OR QTY,,
40487051,1/7/2021,Missing Cover for the Handles,0010-50933,36MDPCHT,FIT ISSUE,5120,YES
40486846,1/7/2021,0022-41771 Smith Cover,0022-41771,31DSMCHB,ASSEMBLED INCORRECTLY / WORKMANSHIP,,YES
40486297,1/6/2021,Logistics Identified Wrong Part,0041-88236,45NSSCKI,PART - MISSING/WRONG PART OR QTY,,YES
40486103,1/5/2021,FISE BUILD: Part missing,0022-09048,55CPGFIB,PART - MISSING/WRONG PART OR QTY,,
40486056,1/5/2021,Short finger clamp,0042-07902,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40486032,1/5/2021,wrong part received,0022-44446,52CPGLLB,PART - MISSING/WRONG PART OR QTY,,YES
40485870,1/5/2021,short |2035,0042-07902,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
40485846,1/5/2021,"Fiber Optic Bracket, 0022-26446 / 702332",0022-26446,36ETCCHB,PART - MISSING/WRONG PART OR QTY,,
